tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,14,200043,,,Virginie Razzano,R,173,FRA,30.67488022,100,666,202421,,,Alison Van Uytvanck,U,,BEL,19.80287474,110,608,7-6(3) 7-6(3),3,R128,,7,9,88,51,39,18,,5,7,5,4,72,39,32,15,,1,3
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,16,201504,,,Julia Goerges,R,180,GER,25.19644079,73,836,201506,7,,Sara Errani,R,164,ITA,26.71047228,7,4435,6-3 6-2,3,R128,,4,2,58,29,20,15,,3,5,1,0,56,43,21,5,,4,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,17,201419,4,,Na Li,R,172,CHN,31.87953457,4,5970,211951,,Q,Ana Konjuh,R,,CRO,16.04654346,241,255,6-2 6-0,3,R128,,3,0,45,34,24,7,,1,1,0,5,52,26,13,9,,7,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,18,202505,,Q,Belinda Bencic,R,,SUI,16.84599589,187,339,200617,,,Kimiko Date Krumm,R,163,JPN,43.2936345,80,772,6-4 4-6 6-3,3,R128,,5,5,86,46,25,15,,5,13,1,4,95,67,31,10,,10,20
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,19,201556,,Q,Lucie Hradecka,R,177,CZE,28.64887064,146,431,202499,,,Donna Vekic,R,,CRO,17.54414784,94,696,6-3 6-1,3,R128,,9,4,46,25,23,12,,5,5,1,2,49,23,17,9,,3,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,20,201425,26,,Lucie Safarova,L,177,CZE,26.94045175,26,1775,202498,,,Julia Glushko,R,,ISR,24.03285421,90,721,7-5 3-6 6-1,3,R128,,3,4,85,50,37,21,,5,7,6,3,89,54,35,20,,4,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,21,201505,22,,Ekaterina Makarova,L,178,RUS,25.60164271,22,2061,200748,,,Venus Williams,R,185,USA,33.5742642,37,1327,2-6 6-4 6-4,3,R128,,1,4,109,69,43,17,,9,14,5,8,91,50,36,18,,7,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,23,201512,,,Monica Niculescu,R,168,ROU,26.30253251,64,955,201424,,,Shahar Peer,R,170,ISR,26.70499658,75,818,6-4 6-1,3,R128,,1,0,55,45,26,3,,4,7,2,1,55,44,21,2,,3,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,24,201513,15,,Sabine Lisicki,R,178,GER,24.30937714,15,2915,200002,,,Mirjana Lucic,R,,CRO,31.84941821,111,607,6-2 6-1,3,R128,,7,6,73,38,32,15,,7,7,2,10,53,23,17,8,,4,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,25,201493,9,,Angelique Kerber,L,173,GER,25.98767967,9,4070,201457,,WC,Jarmila Gajdosova,R,174,AUS,26.71868583,329,141,6-3 0-6 6-2,3,R128,,6,5,88,57,36,13,,7,11,2,6,73,39,29,12,,3,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,26,201485,,Q,Alla Kudryavtseva,R,,RUS,26.19575633,162,399,201614,,,Caroline Garcia,R,,FRA,20.24366872,76,806,6-2 7-6(7),3,R128,,3,4,91,53,37,14,,2,6,3,7,79,46,22,15,,4,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,27,201518,,,Yanina Wickmayer,R,182,BEL,24.23271732,63,957,202477,,,Dinah Pfizenmaier,R,,GER,22.00136893,92,698,7-6(5) 6-3,3,R128,,6,8,93,54,38,15,,13,15,3,12,89,43,24,23,,3,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,28,201590,,,Alison Riske,U,,USA,23.53182752,53,1110,201455,23,,Elena Vesnina,R,176,RUS,27.45242984,28,1745,6-2 6-2,3,R128,,4,3,39,25,24,8,,0,0,2,4,52,32,17,10,,4,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,29,201355,28,,Flavia Pennetta,R,172,ITA,31.88227242,29,1735,202456,,,Alexandra Cadantu,R,170,ROU,23.69883641,60,967,6-0 6-2,3,R128,,2,3,48,19,16,14,,2,3,1,8,59,34,14,9,,11,17
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,30,201620,,,Monica Puig,R,,PUR,20.29568789,58,995,201588,,Q,Anna Tatishvili,R,171,GEO,23.94250513,126,499,6-2 6-4,3,R128,,8,5,66,40,30,13,,7,8,0,4,50,34,20,5,,1,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,31,201621,,,Mona Barthel,R,185,GER,23.50992471,39,1275,201533,,,Shuai Zhang,R,,CHN,24.97741273,51,1135,7-6(4) 6-3,3,R128,,2,3,80,55,41,10,,4,6,2,1,65,49,31,8,,3,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,32,202503,,,Luksika Kumkhum,R,,THA,20.48186174,88,732,201520,6,,Petra Kvitova,L,183,CZE,23.85215606,6,4835,6-2 1-6 6-4,3,R128,,4,6,75,36,26,20,,8,12,3,8,97,58,36,15,,11,16
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,33,201347,8,,Jelena Jankovic,R,177,SRB,28.8733744,8,4230,201595,,,Misaki Doi,L,159,JPN,22.71047228,89,724,6-1 6-2,3,R128,,6,6,53,32,23,11,,7,8,1,3,42,22,12,5,,3,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,34,201503,,,Ayumi Morita,R,163,JPN,23.84394251,61,962,203297,,,Nadiya Kichenok,R,,UKR,21.48391513,106,623,6-2 7-6(5),3,R128,,6,2,76,47,30,16,,6,8,4,7,67,42,27,11,,1,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,35,201597,,,Kurumi Nara,R,,JPN,22.03969884,74,832,201397,,,Shuai Peng,R,173,CHN,28.01368925,43,1249,7-5 4-6 6-3,3,R128,,1,6,89,66,39,10,,4,10,3,5,110,69,40,16,,8,16
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,36,201517,32,,Magdalena Rybarikova,R,180,SVK,25.27583847,35,1450,201492,,,Andrea Petkovic,R,180,GER,26.34633812,40,1271,6-2 6-3,3,R128,,4,1,54,36,27,8,,2,3,1,4,60,41,23,6,,3,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,37,201523,,,Marina Erakovic,R,174,NZL,25.85626283,52,1121,201514,21,,Sorana Cirstea,R,176,ROU,23.77002053,21,2170,6-4 7-6(6),3,R128,,6,5,92,54,35,17,,11,14,5,1,69,39,25,13,,2,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,38,201610,,Q,Zarina Diyas,R,,KAZ,20.23819302,152,414,211701,,Q,Katerina Siniakova,R,,CZE,17.67830253,173,370,6-2 6-4,3,R128,,1,4,65,48,33,6,,4,6,2,3,65,37,22,10,,1,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,39,201478,,,Varvara Lepchenko,L,180,USA,27.6495551,50,1141,201615,,,Lesia Tsurenko,R,174,UKR,24.62422998,96,685,2-6 6-3 6-4,3,R128,,3,5,94,60,42,15,,6,9,1,3,91,57,35,20,,6,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,40,201594,11,,Simona Halep,R,168,ROU,22.29705681,11,3335,201565,,Q,Katarzyna Piter,R,,POL,22.90759754,119,551,6-0 6-1,3,R128,,3,2,41,25,21,9,,2,2,1,3,35,27,12,1,,4,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,41,201521,16,,Carla Suarez Navarro,R,162,ESP,25.36071184,16,2775,201447,,,Vania King,R,165,USA,24.86516085,71,842,6-3 6-2,3,R128,,0,1,52,41,31,4,,1,2,1,2,51,35,20,5,,1,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,42,201448,,,Galina Voskoboeva,R,183,KAZ,29.07049966,77,798,201593,,Q,Irina Camelia Begu,R,181,ROU,23.38398357,127,498,7-5 4-6 7-5,3,R128,,3,3,94,60,41,18,,4,9,2,7,109,68,44,15,,5,11
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,43,201527,,,Stefanie Voegele,R,170,SUI,23.84668036,46,1190,201540,,,Kristina Mladenovic,R,184,FRA,20.66803559,55,1075,7-5 7-5,3,R128,,7,1,58,38,32,13,,0,1,3,8,79,38,29,19,,9,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,44,201495,20,,Dominika Cibulkova,R,161,SVK,24.6899384,24,1856,201212,,,Francesca Schiavone,R,166,ITA,33.5578371,42,1250,6-3 6-4,3,R128,,0,6,72,44,33,14,,5,6,5,2,57,34,21,11,,4,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,46,202429,,,Camila Giorgi,R,168,ITA,22.03969884,99,670,204411,,WC,Storm Sanders,L,,AUS,19.42505133,219,280,4-6 6-1 6-4,3,R128,,5,13,95,48,38,23,,5,7,2,3,83,52,35,12,,8,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,47,201498,,,Karin Knapp,R,180,ITA,26.54620123,44,1230,202440,,,Paula Ormaechea,R,,ARG,21.29226557,59,978,6-4 6-2,3,R128,,4,3,57,35,26,8,,1,3,2,7,68,39,26,7,,5,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,48,201345,3,,Maria Sharapova,R,,RUS,26.73785079,3,6076,201318,,,Bethanie Mattek Sands,R,168,USA,28.81040383,41,1257,6-3 6-4,3,R128,,5,9,72,38,31,13,,4,6,4,8,70,40,27,10,,4,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,49,201474,5,,Agnieszka Radwanska,R,170,POL,24.8569473,5,5470,201709,,,Yulia Putintseva,R,,KAZ,19.01711157,112,600,6-0 5-7 6-2,3,R128,,9,1,82,48,36,15,,5,8,0,6,90,47,29,16,,4,11
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,50,201501,,,Olga Govortsova,R,182,BLR,25.3908282,98,681,202504,,Q,Ying Ying Duan,U,,CHN,24.61327858,193,326,6-0 7-6(6),3,R128,,10,4,65,44,35,8,,4,5,1,1,75,45,24,16,,8,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,51,201605,,,Mandy Minella,R,,LUX,28.14236824,107,621,202489,,Q,Carina Witthoeft,R,,GER,18.90759754,207,296,6-1 6-4,3,R128,,0,2,54,30,17,16,,4,6,1,4,55,34,16,10,,3,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,53,202469,,,Garbine Muguruza,R,182,ESP,20.26557153,38,1280,201466,24,,Kaia Kanepi,R,181,EST,28.59411362,23,1922,6-2 2-6 6-2,3,R128,,5,4,78,40,28,20,,6,9,6,3,76,49,27,12,,7,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,54,203533,,,Anna Karolina Schmiedlova,R,,SVK,19.33470226,81,768,201693,,,Timea Babos,R,179,HUN,20.678987,87,735,4-6 6-4 7-5,3,R128,,5,5,134,89,54,23,,19,24,8,11,112,67,46,17,,8,14
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,55,201539,,,Christina Mchale,R,170,USA,21.67556468,62,961,201442,,,Yung Jan Chan,R,170,TPE,24.40793977,232,258,7-5 6-4,3,R128,,4,3,70,50,31,11,,0,3,0,6,73,50,28,10,,4,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,57,201585,13,,Sloane Stephens,R,170,USA,20.81861739,13,3075,201468,,,Yaroslava Shvedova,R,180,KAZ,26.33812457,82,766,7-6(1) 6-3,3,R128,,1,1,67,50,31,7,,2,6,3,13,76,44,22,10,,6,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,58,201548,,,Ajla Tomljanovic,R,,CRO,20.68720055,67,871,201656,,,Tadeja Majeric,R,,SLO,23.37029432,117,554,3-6 7-6(1) 6-4,3,R128,,5,6,96,47,36,25,,3,6,4,7,100,72,54,10,,3,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,59,201542,,WC,Olivia Rogowska,R,,AUS,22.6036961,169,381,201531,,,Mariana Duque Marino,R,,COL,24.42162902,105,626,6-3 6-3,3,R128,,2,6,59,37,25,10,,5,8,4,4,54,36,18,5,,7,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,60,202494,,,Elina Svitolina,R,174,UKR,19.33744011,47,1185,201320,19,,Svetlana Kuznetsova,R,174,RUS,28.54757016,20,2202,6-3 6-3,3,R128,,5,5,56,34,26,8,,2,4,1,4,62,30,20,11,,7,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,61,201587,33,,Bojana Jovanovski,R,175,SRB,22.03696099,34,1475,202450,,,Jana Cepelova,R,168,SVK,20.62696783,69,849,6-7(1) 6-1 6-3,3,R128,,0,1,100,76,43,11,,7,12,2,5,81,56,28,7,,4,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,62,201423,,,Yvonne Meusburger,R,,AUT,30.28062971,49,1158,201541,,,Chanelle Scheepers,R,,RSA,29.83709788,79,780,7-6(3) 6-4,3,R128,,1,5,76,52,32,12,,3,7,2,13,75,40,27,12,,6,11
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,64,201458,2,,Victoria Azarenka,R,180,BLR,24.45448323,2,8151,201596,,,Johanna Larsson,R,174,SWE,25.4072553,91,706,7-6(2) 6-2,3,R128,,0,7,75,56,41,4,,7,10,2,5,64,46,24,5,,0,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,65,200033,1,,Serena Williams,R,175,USA,32.29842574,1,13260,201570,,,Vesna Dolonc,R,170,SRB,24.48186174,104,627,6-1 6-2,3,R64,,10,2,50,33,28,8,,1,1,2,8,48,26,17,6,,3,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,66,201290,31,,Daniela Hantuchova,R,181,SVK,30.72689938,33,1475,201662,,,Karolina Pliskova,R,184,CZE,21.81519507,70,849,6-3 3-6 12-10,3,R64,,9,8,126,74,53,28,,11,14,11,6,126,69,50,28,,5,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,67,201325,17,,Samantha Stosur,R,172,AUS,29.79055441,17,2675,201450,,,Tsvetana Pironkova,R,180,BUL,26.33538672,57,1036,6-2 6-0,3,R64,,4,3,41,24,20,10,,1,1,1,2,47,27,15,4,,8,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,68,201421,14,,Ana Ivanovic,R,183,SRB,26.18754278,14,3010,202470,,,Annika Beck,R,170,GER,19.90691307,54,1086,6-1 6-2,3,R64,,2,2,48,26,16,13,,1,3,0,3,44,33,13,3,,1,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,69,201386,,,Jie Zheng,R,164,CHN,30.52703628,56,1073,201619,,,Madison Keys,R,178,USA,18.90485969,36,1425,7-6(5) 1-6 7-5,3,R64,,0,4,106,81,40,14,,8,16,3,1,105,66,39,18,,3,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,70,201348,,WC,Casey Dellacqua,L,,AUS,28.91991786,120,532,201465,18,,Kirsten Flipkens,R,165,BEL,28.00821355,19,2465,6-3 6-0,3,R64,,1,0,41,30,22,6,,0,1,0,7,58,28,15,10,,13,19
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,71,202446,30,,Eugenie Bouchard,R,,CAN,19.88227242,31,1629,200043,,,Virginie Razzano,R,173,FRA,30.67488022,100,666,6-2 7-6(10),3,R64,,4,2,76,38,26,17,,6,9,2,1,79,59,32,6,,5,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,72,201616,,,Lauren Davis,R,157,USA,20.26283368,68,865,201504,,,Julia Goerges,R,180,GER,25.19644079,73,836,7-5 2-6 6-4,3,R64,,0,6,108,74,51,15,,10,13,6,1,84,60,45,11,,4,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,73,201419,4,,Na Li,R,172,CHN,31.87953457,4,5970,202505,,Q,Belinda Bencic,R,,SUI,16.84599589,187,339,6-0 7-6(5),3,R64,,4,2,63,38,27,12,,0,2,2,5,57,31,21,8,,2,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,74,201425,26,,Lucie Safarova,L,177,CZE,26.94045175,26,1775,201556,,Q,Lucie Hradecka,R,177,CZE,28.64887064,146,431,6-7(4) 6-3 6-0,3,R64,,6,7,98,61,47,20,,6,6,9,9,105,46,33,26,,9,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,75,201505,22,,Ekaterina Makarova,L,178,RUS,25.60164271,22,2061,201604,,LL,Irina Falconi,R,,USA,23.69609856,142,446,6-2 7-5,3,R64,,4,6,63,35,26,14,,2,4,0,2,66,49,22,10,,8,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,76,201512,,,Monica Niculescu,R,168,ROU,26.30253251,64,955,201513,15,,Sabine Lisicki,R,178,GER,24.30937714,15,2915,2-6 6-2 6-2,3,R64,,0,6,83,55,35,9,,1,6,10,6,80,42,23,14,,7,14
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,77,201493,9,,Angelique Kerber,L,173,GER,25.98767967,9,4070,201485,,Q,Alla Kudryavtseva,R,,RUS,26.19575633,162,399,6-4 6-2,3,R64,,3,1,49,29,24,11,,1,2,4,2,63,40,25,8,,9,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,78,201590,,,Alison Riske,U,,USA,23.53182752,53,1110,201518,,,Yanina Wickmayer,R,182,BEL,24.23271732,63,957,6-1 6-1,3,R64,,4,2,50,39,27,6,,2,2,3,3,46,29,13,6,,5,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,79,201355,28,,Flavia Pennetta,R,172,ITA,31.88227242,29,1735,201620,,,Monica Puig,R,,PUR,20.29568789,58,995,6-3 6-4,3,R64,,9,0,53,24,22,18,,0,0,5,6,64,29,21,16,,4,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,80,201621,,,Mona Barthel,R,185,GER,23.50992471,39,1275,202503,,,Luksika Kumkhum,R,,THA,20.48186174,88,732,4-6 6-3 6-4,3,R64,,3,6,105,66,44,18,,4,7,4,8,81,47,38,13,,1,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,81,201347,8,,Jelena Jankovic,R,177,SRB,28.8733744,8,4230,201503,,,Ayumi Morita,R,163,JPN,23.84394251,61,962,6-2 6-0,3,R64,,9,4,39,23,19,7,,0,1,1,3,40,23,8,5,,0,6
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,82,201597,,,Kurumi Nara,R,,JPN,22.03969884,74,832,201517,32,,Magdalena Rybarikova,R,180,SVK,25.27583847,35,1450,6-4 6-3,3,R64,,0,2,68,45,26,15,,3,5,4,1,42,22,16,8,,0,4
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,83,201610,,Q,Zarina Diyas,R,,KAZ,20.23819302,152,414,201523,,,Marina Erakovic,R,174,NZL,25.85626283,52,1121,6-4 6-0,3,R64,,1,1,60,42,27,10,,9,10,2,5,52,26,15,8,,0,5
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,84,201594,11,,Simona Halep,R,168,ROU,22.29705681,11,3335,201478,,,Varvara Lepchenko,L,180,USA,27.6495551,50,1141,4-6 6-0 6-1,3,R64,,0,3,67,39,29,16,,0,2,1,4,89,56,34,10,,9,15
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,85,201521,16,,Carla Suarez Navarro,R,162,ESP,25.36071184,16,2775,201448,,,Galina Voskoboeva,R,183,KAZ,29.07049966,77,798,7-6(2) 3-6 8-6,3,R64,,0,5,132,96,57,17,,10,17,3,13,115,63,40,23,,4,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,86,201495,20,,Dominika Cibulkova,R,161,SVK,24.6899384,24,1856,201527,,,Stefanie Voegele,R,170,SUI,23.84668036,46,1190,6-0 6-1,3,R64,,0,2,47,32,21,8,,4,5,3,1,38,16,11,1,,3,9
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,87,201427,25,,Alize Cornet,R,173,FRA,23.97535934,25,1840,202429,,,Camila Giorgi,R,168,ITA,22.03969884,99,670,6-3 4-6 6-4,3,R64,,1,9,97,57,39,17,,7,12,0,12,98,55,31,20,,7,13
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,88,201345,3,,Maria Sharapova,R,,RUS,26.73785079,3,6076,201498,,,Karin Knapp,R,180,ITA,26.54620123,44,1230,6-3 4-6 10-8,3,R64,,2,12,116,70,44,23,,3,9,3,9,120,64,40,23,,13,20
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,89,201474,5,,Agnieszka Radwanska,R,170,POL,24.8569473,5,5470,201501,,,Olga Govortsova,R,182,BLR,25.3908282,98,681,6-0 7-5,3,R64,,1,1,53,35,28,8,,1,2,0,1,53,37,20,6,,3,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,91,202469,,,Garbine Muguruza,R,182,ESP,20.26557153,38,1280,203533,,,Anna Karolina Schmiedlova,R,,SVK,19.33470226,81,768,6-3 6-3,3,R64,,6,6,57,32,23,11,,4,7,1,5,54,32,15,7,,2,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,92,201496,10,,Caroline Wozniacki,R,177,DEN,23.50992471,10,3520,201539,,,Christina Mchale,R,170,USA,21.67556468,62,961,6-0 1-6 6-2,3,R64,,2,3,65,48,30,8,,3,6,3,3,66,35,22,12,,7,12
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,93,201585,13,,Sloane Stephens,R,170,USA,20.81861739,13,3075,201548,,,Ajla Tomljanovic,R,,CRO,20.68720055,67,871,3-6 6-2 7-5,3,R64,,3,3,83,59,39,14,,3,6,3,6,96,52,35,22,,5,10
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,94,202494,,,Elina Svitolina,R,174,UKR,19.33744011,47,1185,201542,,WC,Olivia Rogowska,R,,AUS,22.6036961,169,381,6-4 7-5,3,R64,,7,3,66,35,26,15,,2,5,5,2,75,46,26,14,,3,8
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,97,200033,1,,Serena Williams,R,175,USA,32.29842574,1,13260,201290,31,,Daniela Hantuchova,R,181,SVK,30.72689938,33,1475,6-3 6-3,3,R32,,10,2,56,27,20,15,,5,6,2,2,52,28,15,12,,3,7
2014-W-SL-AUS-01A-2014,Australian Open,Hard,128,G,20140113,98,201421,14,,Ana Ivanovic,R,183,SRB,26.18754278,14,3010,201325,17,,Samantha Stosur,R,172,AUS,29.79055441,17,2675,6-7(8) 6-4 6-2,3,R32,,6,3,99,57,47,23,,3,4,3,2,101,69,42,22,,5,9
